invoice_id,sales_order_id,customer_id,product_id,customer_segment,credit_limit,invoice_date,due_date,invoice_amount,amount_paid,balance_due,invoice_status,subtotal,discount_total,unit_price
INV-0000013,SO-0000027,CUST-000231,PROD-000836,Mid-Market,31940.02,2024-01-01,2024-02-15,4562.82,4562.82,0.0,Paid,4562.82,406.47,46.93
INV-0000014,SO-0000028,CUST-000245,PROD-000429,Mid-Market,19125.73,2024-01-06,2024-02-05,480.25,480.25,0.0,Paid,466.15,17.81,80.66
INV-0000015,SO-0000032,CUST-000270,PROD-000946,Enterprise,129695.85,2024-01-06,2024-01-21,1704.92,1704.92,0.0,Paid,1704.92,375.55,88.67
INV-0000015,SO-0000032,CUST-000270,PROD-000749,Enterprise,129695.85,2024-01-06,2024-01-21,1704.92,1704.92,0.0,Paid,1704.92,375.55,20.53
INV-0000016,SO-0000033,CUST-000277,PROD-000488,Mid-Market,46766.92,2024-01-07,2024-02-06,782.6,782.6,0.0,Paid,782.6,36.07,105.3
INV-0000016,SO-0000033,CUST-000277,PROD-000227,Mid-Market,46766.92,2024-01-07,2024-02-06,782.6,782.6,0.0,Paid,782.6,36.07,19.92
INV-0000016,SO-0000033,CUST-000277,PROD-001017,Mid-Market,46766.92,2024-01-07,2024-02-06,782.6,782.6,0.0,Paid,782.6,36.07,77.47
INV-0000017,SO-0000034,CUST-000296,PROD-000378,Mid-Market,65606.32,2024-01-02,2024-02-16,671.63,671.63,0.0,Paid,627.69,107.01,3.54
INV-0000017,SO-0000034,CUST-000296,PROD-00900001,Mid-Market,65606.32,2024-01-02,2024-02-16,671.63,671.63,0.0,Paid,627.69,107.01,724.08
INV-0000018,SO-0000036,CUST-000305,PROD-000897,Enterprise,303087.14,2024-01-04,2024-03-04,9099.65,9099.65,0.0,Paid,8504.35,1560.15,724.08
INV-0000018,SO-0000036,CUST-000305,PROD-000545,Enterprise,303087.14,2024-01-04,2024-03-04,9099.65,9099.65,0.0,Paid,8504.35,1560.15,7.15
INV-0000018,SO-0000036,CUST-000305,PROD-000618,Enterprise,303087.14,2024-01-04,2024-03-04,9099.65,9099.65,0.0,Paid,8504.35,1560.15,71.59
INV-0000019,SO-0000039,CUST-000326,PROD-001090,Mid-Market,30004.99,2024-01-02,2024-02-01,743.19,743.19,0.0,Paid,707.8,106.68,45.51
INV-0000019,SO-0000039,CUST-000326,PROD-000946,Mid-Market,30004.99,2024-01-02,2024-02-01,743.19,743.19,0.0,Paid,707.8,106.68,88.67
INV-0000020,SO-0000041,CUST-000364,PROD-000834,Enterprise,201458.6,2024-01-04,2024-02-18,413.34,413.34,0.0,Paid,379.56,82.36,57.74
INV-0000021,SO-0000044,CUST-000369,PROD-000923,Enterprise,272228.41,2024-01-04,2024-03-04,85.75,85.75,0.0,Paid,63.9,11.92,3.91
INV-0000021,SO-0000044,CUST-000369,PROD-001002,Enterprise,272228.41,2024-01-04,2024-03-04,85.75,85.75,0.0,Paid,63.9,11.92,4.08
INV-0000022,SO-0000048,CUST-000391,PROD-000897,Enterprise,176307.31,2024-01-07,2024-02-21,3808.37,3808.37,0.0,Paid,3808.37,536.11,724.08
INV-0000023,SO-0000049,CUST-000391,PROD-000836,Enterprise,176307.31,2024-01-06,2024-02-20,103.88,103.88,0.0,Paid,82.89,10.97,46.93
INV-0000024,SO-0000050,CUST-000401,PROD-001064,Small Business,2808.59,2024-01-07,2024-02-06,3705.36,3705.36,0.0,Paid,3462.95,300.52,96.47
INV-0000024,SO-0000050,CUST-000401,PROD-000145,Small Business,2808.59,2024-01-07,2024-02-06,3705.36,3705.36,0.0,Paid,3462.95,300.52,50.55
INV-0000025,SO-0000051,CUST-000408,PROD-000145,Small Business,11294.37,2024-01-02,2024-02-01,166.36,166.36,0.0,Paid,139.37,12.28,50.55
INV-0000026,SO-0000053,CUST-000415,PROD-001017,Mid-Market,43490.69,2024-01-05,2024-02-04,1140.61,1140.61,0.0,Paid,1140.61,98.91,77.47
INV-0000027,SO-0000056,CUST-000429,PROD-000037,Mid-Market,69888.17,2024-01-04,2024-02-03,358.69,358.69,0.0,Paid,344.94,19.81,72.95
INV-0000028,SO-0000059,CUST-000473,PROD-000400,Mid-Market,32387.49,2024-01-03,2024-02-02,315.75,315.75,0.0,Paid,297.45,40.95,18.8
INV-0000029,SO-0000065,CUST-000535,PROD-000749,Mid-Market,38361.69,2024-01-05,2024-02-04,208.3,208.3,0.0,Paid,184.62,27.23,20.53
INV-0000029,SO-0000065,CUST-000535,PROD-000946,Mid-Market,38361.69,2024-01-05,2024-02-04,208.3,208.3,0.0,Paid,184.62,27.23,88.67
INV-0000030,SO-0000067,CUST-000550,PROD-001090,Small Business,4882.48,2024-01-03,2024-02-17,294.97,294.97,0.0,Paid,257.9,1.81,45.51
INV-0000030,SO-0000067,CUST-000550,PROD-000749,Small Business,4882.48,2024-01-03,2024-02-17,294.97,294.97,0.0,Paid,257.9,1.81,20.53
INV-0000031,SO-0000068,CUST-000556,PROD-000417,Small Business,7325.64,2024-01-05,2024-01-20,436.9,436.9,0.0,Paid,423.15,32.05,91.04
INV-0000032,SO-0000070,CUST-000564,PROD-000491,Small Business,12732.48,2024-01-04,2024-02-03,654.37,654.37,0.0,Paid,654.37,82.03,73.64
INV-0000033,SO-0000076,CUST-000590,PROD-001124,Small Business,3597.65,2024-01-01,2024-01-16,1266.63,1266.63,0.0,Paid,1183.77,0.0,576.24
INV-0000033,SO-0000076,CUST-000590,PROD-000648,Small Business,3597.65,2024-01-01,2024-01-16,1266.63,1266.63,0.0,Paid,1183.77,0.0,31.29
INV-0000034,SO-0000078,CUST-000598,PROD-000923,Small Business,14965.37,2024-01-05,2024-02-04,73.61,73.61,0.0,Paid,54.01,0.73,3.91
INV-0000035,SO-0000079,CUST-000630,PROD-000462,Mid-Market,68500.28,2024-01-03,2024-02-02,214.62,214.62,0.0,Paid,191.64,11.84,50.87
INV-0000036,SO-0000080,CUST-000640,PROD-000204,Enterprise,91464.17,2024-01-04,2024-03-04,74.11,74.11,0.0,Paid,61.41,1.97,31.69
INV-0000037,SO-0000081,CUST-000640,PROD-000974,Enterprise,91464.17,2024-01-02,2024-03-02,1325.41,1325.41,0.0,Paid,1325.41,36.35,612.36
INV-0000037,SO-0000081,CUST-000640,PROD-000113,Enterprise,91464.17,2024-01-02,2024-03-02,1325.41,1325.41,0.0,Paid,1325.41,36.35,45.68
INV-0000038,SO-0000082,CUST-000642,PROD-000763,Enterprise,371414.82,2024-01-03,2024-02-17,40.68,40.68,0.0,Paid,26.98,4.29,31.27
INV-0000039,SO-0000083,CUST-000642,PROD-000833,Enterprise,371414.82,2024-01-03,2024-02-17,292.48,292.48,0.0,Paid,256.89,38.02,38.21
INV-0000039,SO-0000083,CUST-000642,PROD-000461,Enterprise,371414.82,2024-01-03,2024-02-17,292.48,292.48,0.0,Paid,256.89,38.02,142.07
INV-0000040,SO-0000085,CUST-000650,PROD-000030,Mid-Market,27687.3,2024-01-02,2024-02-16,307.94,307.94,0.0,Paid,293.84,5.28,39.34
INV-0000040,SO-0000085,CUST-000650,PROD-000953,Mid-Market,27687.3,2024-01-02,2024-02-16,307.94,307.94,0.0,Paid,293.84,5.28,70.88
INV-0000041,SO-0000086,CUST-000653,PROD-000353,Small Business,14871.23,2024-01-05,2024-02-04,344.35,344.35,0.0,Paid,328.5,33.56,23.0
INV-0000041,SO-0000086,CUST-000653,PROD-000227,Small Business,14871.23,2024-01-05,2024-02-04,344.35,344.35,0.0,Paid,328.5,33.56,19.92
INV-0000041,SO-0000086,CUST-000653,PROD-001102,Small Business,14871.23,2024-01-05,2024-02-04,344.35,344.35,0.0,Paid,328.5,33.56,43.23
INV-0000042,SO-0000092,CUST-000682,PROD-000423,Mid-Market,59637.86,2024-01-04,2024-02-03,24.37,24.37,0.0,Paid,8.52,0.17,0.79
INV-0000043,SO-0000093,CUST-000702,PROD-000418,Mid-Market,55876.45,2024-01-06,2024-02-05,263.44,263.44,0.0,Paid,248.29,5.33,28.18
INV-0000044,SO-0000094,CUST-000702,PROD-000844,Mid-Market,55876.45,2024-01-05,2024-02-04,124.0,124.0,0.0,Paid,109.55,11.69,17.32
INV-0000045,SO-0000095,CUST-000708,PROD-000953,Small Business,5620.04,2024-01-05,2024-02-19,154.46,154.46,0.0,Paid,141.76,0.0,70.88
INV-0000046,SO-0000096,CUST-000720,PROD-000749,Enterprise,280151.3,2024-01-03,2024-02-02,52.57,52.57,0.0,Paid,37.97,3.09,20.53
INV-0000047,SO-0000097,CUST-000770,PROD-000786,Enterprise,257539.97,2024-01-02,2024-03-02,2900.19,2900.19,0.0,Paid,2710.46,268.39,595.77
INV-0000048,SO-0000098,CUST-000772,PROD-000669,Enterprise,115869.31,2024-01-05,2024-02-19,712.18,712.18,0.0,Paid,712.18,159.01,16.55
INV-0000048,SO-0000098,CUST-000772,PROD-001002,Enterprise,115869.31,2024-01-05,2024-02-19,712.18,712.18,0.0,Paid,712.18,159.01,4.08
INV-0000048,SO-0000098,CUST-000772,PROD-000953,Enterprise,115869.31,2024-01-05,2024-02-19,712.18,712.18,0.0,Paid,712.18,159.01,70.88
INV-0000049,SO-0000099,CUST-000773,PROD-000136,Small Business,4065.16,2024-01-05,2024-02-04,272.26,272.26,0.0,Paid,257.46,0.7,32.27
INV-0000050,SO-0000100,CUST-000775,PROD-000923,Small Business,12466.35,2024-01-07,2024-02-06,20.35,20.35,0.0,Paid,7.65,0.17,3.91
INV-0000051,SO-0000101,CUST-000786,PROD-000934,Small Business,8675.38,2024-01-07,2024-02-06,3644.48,3644.48,0.0,Paid,3406.06,19.53,489.37
INV-0000052,SO-0000107,CUST-000806,PROD-000456,Small Business,5590.51,2024-01-02,2024-01-17,1170.51,1170.51,0.0,Paid,1170.51,60.96,30.0
INV-0000052,SO-0000107,CUST-000806,PROD-000953,Small Business,5590.51,2024-01-02,2024-01-17,1170.51,1170.51,0.0,Paid,1170.51,60.96,70.88
INV-0000052,SO-0000107,CUST-000806,PROD-000578,Small Business,5590.51,2024-01-02,2024-01-17,1170.51,1170.51,0.0,Paid,1170.51,60.96,83.45
INV-0000053,SO-0000109,CUST-000815,PROD-000890,Mid-Market,34886.74,2024-01-04,2024-02-18,166.84,166.84,0.0,Paid,154.49,9.86,164.35
INV-0000054,SO-0000110,CUST-000826,PROD-001200,Mid-Market,37989.29,2024-01-05,2024-02-04,81.3,81.3,0.0,Paid,63.46,23.46,21.73
INV-0000055,SO-0000111,CUST-000839,PROD-000555,Mid-Market,40994.47,2024-01-02,2024-02-01,57.07,57.07,0.0,Paid,40.02,5.55,15.19
INV-0000056,SO-0000112,CUST-000845,PROD-000834,Enterprise,346440.2,2024-01-02,2024-02-16,126.27,126.27,0.0,Paid,108.16,7.32,57.74
INV-0000057,SO-0000113,CUST-000858,PROD-000749,Small Business,3177.74,2024-01-02,2024-02-01,73.9,73.9,0.0,Paid,56.87,4.72,20.53
INV-0000058,SO-0000115,CUST-000888,PROD-001090,Mid-Market,18992.59,2024-01-02,2024-02-16,234.34,234.34,0.0,Paid,220.59,6.96,45.51
INV-0000059,SO-0000116,CUST-000899,PROD-000378,Mid-Market,50636.88,2024-01-01,2024-01-31,16.02,16.02,0.0,Paid,3.34,0.2,3.54
INV-0000060,SO-0000118,CUST-000923,PROD-000558,Mid-Market,18388.41,2024-01-03,2024-02-02,67.71,67.71,0.0,Paid,55.01,7.35,31.18
INV-0000061,SO-0000119,CUST-000937,PROD-000464,Mid-Market,10276.02,2024-01-05,2024-01-20,20826.38,20826.38,0.0,Paid,19834.65,2820.57,190.38
INV-0000062,SO-0000124,CUST-000958,PROD-000136,Enterprise,239253.2,2024-01-02,2024-02-16,66.2,66.2,0.0,Paid,53.5,11.04,32.27
INV-0000063,SO-0000125,CUST-000961,PROD-000648,Mid-Market,67224.05,2024-01-04,2024-02-03,389.1,389.1,0.0,Paid,375.0,21.38,31.29
INV-0000063,SO-0000125,CUST-000961,PROD-000578,Mid-Market,67224.05,2024-01-04,2024-02-03,389.1,389.1,0.0,Paid,375.0,21.38,83.45
INV-0000064,SO-0000126,CUST-000972,PROD-001094,Small Business,9028.8,2024-01-03,2024-01-18,197.6,197.6,0.0,Paid,182.8,3.92,23.34
INV-0000065,SO-0000132,CUST-001041,PROD-001124,Enterprise,99041.76,2024-01-05,2024-02-19,2743.46,2743.46,0.0,Paid,2563.98,317.22,576.24
INV-0000066,SO-0000133,CUST-001055,PROD-000751,Mid-Market,47142.71,2024-01-04,2024-02-18,977.74,977.74,0.0,Paid,901.14,149.26,170.52
INV-0000066,SO-0000133,CUST-001055,PROD-000946,Mid-Market,47142.71,2024-01-04,2024-02-18,977.74,977.74,0.0,Paid,901.14,149.26,88.67
INV-0000067,SO-0000135,CUST-001085,PROD-000420,Enterprise,414723.84,2024-01-06,2024-01-21,1454.2,1454.2,0.0,Paid,1384.95,356.49,6.36
INV-0000067,SO-0000135,CUST-001085,PROD-001124,Enterprise,414723.84,2024-01-06,2024-01-21,1454.2,1454.2,0.0,Paid,1384.95,356.49,576.24
INV-0000068,SO-0000136,CUST-001085,PROD-000075,Enterprise,414723.84,2024-01-01,2024-01-16,30.2,30.2,0.0,Paid,16.45,4.1,4.11
INV-0000069,SO-0000138,CUST-001146,PROD-000767,Mid-Market,27856.11,2024-01-06,2024-02-20,43.5,43.5,0.0,Paid,31.15,2.47,33.62
INV-0000070,SO-0000139,CUST-001155,PROD-001015,Mid-Market,50289.95,2024-01-01,2024-02-15,60.6,60.6,0.0,Paid,47.2,4.52,12.93
INV-0000071,SO-0000141,CUST-001162,PROD-000400,Mid-Market,71779.51,2024-01-02,2024-02-01,143.85,143.85,0.0,Paid,129.4,2.2,18.8
INV-0000072,SO-0000142,CUST-001185,PROD-000125,Mid-Market,67611.73,2024-01-04,2024-02-03,794.65,794.65,0.0,Paid,732.4,52.51,112.13
INV-0000073,SO-0000143,CUST-001197,PROD-00900002,Enterprise,449252.39,2024-01-03,2024-01-18,123.49,123.49,0.0,Paid,110.09,12.95,15.19
INV-0000073,SO-0000143,CUST-001197,PROD-001017,Enterprise,449252.39,2024-01-03,2024-01-18,123.49,123.49,0.0,Paid,110.09,12.95,77.47
INV-0000074,SO-0000144,CUST-001197,PROD-000987,Enterprise,449252.39,2024-01-06,2024-01-21,284.28,284.28,0.0,Paid,270.18,42.39,13.15
INV-0000074,SO-0000144,CUST-001197,PROD-000417,Enterprise,449252.39,2024-01-06,2024-01-21,284.28,284.28,0.0,Paid,270.18,42.39,91.04
INV-0000075,SO-0000149,CUST-001222,PROD-000804,Enterprise,467202.12,2024-01-07,2024-02-06,619.27,619.27,0.0,Paid,619.27,103.47,58.98
INV-0000075,SO-0000149,CUST-001222,PROD-001017,Enterprise,467202.12,2024-01-07,2024-02-06,619.27,619.27,0.0,Paid,619.27,103.47,77.47
INV-0000076,SO-0000150,CUST-001222,PROD-001162,Enterprise,467202.12,2024-01-01,2024-01-31,1180.01,1180.01,0.0,Paid,1180.01,165.81,192.26
INV-0000077,SO-0000154,CUST-001262,PROD-000325,Enterprise,446165.82,2024-01-04,2024-02-18,1442.21,1442.21,0.0,Paid,1442.21,84.91,381.78
INV-0000078,SO-0000161,CUST-001316,PROD-001157,Small Business,11773.87,2024-01-04,2024-02-03,15.2,15.2,0.0,Paid,2.66,0.03,2.69
INV-0000079,SO-0000162,CUST-001350,PROD-000613,Small Business,4699.21,2024-01-05,2024-01-20,483.6,483.6,0.0,Paid,437.8,4.07,88.66
INV-0000079,SO-0000162,CUST-001350,PROD-000618,Small Business,4699.21,2024-01-05,2024-01-20,483.6,483.6,0.0,Paid,437.8,4.07,71.59
INV-0000079,SO-0000162,CUST-001350,PROD-000923,Small Business,4699.21,2024-01-05,2024-01-20,483.6,483.6,0.0,Paid,437.8,4.07,3.91
INV-0000080,SO-0000164,CUST-001365,PROD-000991,Mid-Market,25616.24,2024-01-07,2024-02-21,203.98,203.98,0.0,Paid,188.83,11.78,22.29
INV-0000081,SO-0000165,CUST-001366,PROD-000128,Small Business,1913.12,2024-01-06,2024-01-21,279.43,279.43,0.0,Paid,266.03,36.17,75.55
INV-0000082,SO-0000168,CUST-001398,PROD-000934,Enterprise,81397.0,2024-01-02,2024-03-02,1463.24,1463.24,0.0,Paid,1348.61,119.5,489.37
INV-0000083,SO-0000170,CUST-001423,PROD-000444,Mid-Market,24640.18,2024-01-03,2024-02-17,27.6,27.6,0.0,Paid,13.86,0.9,4.92
INV-0000084,SO-0000172,CUST-001452,PROD-000618,Mid-Market,54669.35,2024-01-02,2024-02-16,2673.94,2673.94,0.0,Paid,2430.85,146.39,71.59
INV-0000085,SO-0000174,CUST-001453,PROD-000136,Enterprise,189686.67,2024-01-04,2024-02-18,547.47,547.47,0.0,Paid,547.47,59.5,32.27
INV-0000085,SO-0000174,CUST-001453,PROD-000140,Enterprise,189686.67,2024-01-04,2024-02-18,547.47,547.47,0.0,Paid,547.47,59.5,31.83
INV-0000086,SO-0000175,CUST-001470,PROD-000749,Mid-Market,62560.34,2024-01-05,2024-01-20,31.82,31.82,0.0,Paid,19.47,1.06,20.53
INV-0000087,SO-0000177,CUST-001482,PROD-000786,Enterprise,210736.19,2024-01-07,2024-02-06,2791.81,2791.81,0.0,Paid,2609.17,369.68,595.77
INV-0000088,SO-0000179,CUST-001516,PROD-000202,Mid-Market,26547.52,2024-01-02,2024-02-01,13.19,13.19,0.0,Paid,0.84,0.03,0.87
INV-0000089,SO-0000180,CUST-001521,PROD-000657,Mid-Market,25047.13,2024-01-05,2024-01-20,291.6,291.6,0.0,Paid,278.9,34.82,156.86
INV-0000090,SO-0000183,CUST-001541,PROD-000140,Mid-Market,69433.89,2024-01-01,2024-01-16,105.08,105.08,0.0,Paid,92.03,3.46,31.83
INV-0000091,SO-0000185,CUST-001576,PROD-000037,Small Business,3941.0,2024-01-04,2024-02-03,317.23,317.23,0.0,Paid,283.95,7.85,72.95
INV-0000092,SO-0000188,CUST-001588,PROD-001192,Mid-Market,46595.41,2024-01-03,2024-02-17,247.39,247.39,0.0,Paid,230.49,34.37,14.3
INV-0000092,SO-0000188,CUST-001588,PROD-000791,Mid-Market,46595.41,2024-01-03,2024-02-17,247.39,247.39,0.0,Paid,230.49,34.37,28.83
INV-0000092,SO-0000188,CUST-001588,PROD-000262,Mid-Market,46595.41,2024-01-03,2024-02-17,247.39,247.39,0.0,Paid,230.49,34.37,17.57
INV-0000093,SO-0000189,CUST-001599,PROD-000626,Small Business,9682.95,2024-01-04,2024-01-19,34.3,34.3,0.0,Paid,19.95,1.12,21.07
INV-0000094,SO-0000190,CUST-001608,PROD-000763,Small Business,14757.44,2024-01-03,2024-02-02,179.66,179.66,0.0,Paid,150.83,5.52,31.27
INV-0000095,SO-0000191,CUST-001608,PROD-000042,Small Business,14757.44,2024-01-02,2024-02-01,156.56,156.56,0.0,Paid,133.47,4.23,27.54
INV-0000096,SO-0000199,CUST-001713,PROD-000610,Enterprise,413012.54,2024-01-05,2024-02-19,1396.32,1396.32,0.0,Paid,1396.32,91.18,297.5
INV-0000097,SO-0000200,CUST-001713,PROD-000107,Enterprise,413012.54,2024-01-05,2024-02-19,479.12,479.12,0.0,Paid,435.25,7.35,110.65
INV-0000098,SO-0000202,CUST-001728,PROD-000512,Enterprise,447882.53,2024-01-04,2024-01-19,46.69,46.69,0.0,Paid,34.34,5.54,39.88
INV-0000099,SO-0000203,CUST-001728,PROD-001031,Enterprise,447882.53,2024-01-04,2024-01-19,100.66,100.66,0.0,Paid,86.91,21.8,19.22
INV-0000099,SO-0000203,CUST-001728,PROD-000140,Enterprise,447882.53,2024-01-04,2024-01-19,100.66,100.66,0.0,Paid,86.91,21.8,31.83
INV-0000100,SO-0000204,CUST-001728,PROD-000953,Enterprise,447882.53,2024-01-02,2024-01-17,252.83,252.83,0.0,Paid,239.43,44.09,70.88
INV-0000101,SO-0000206,CUST-001733,PROD-000423,Enterprise,131378.82,2024-01-06,2024-02-20,24.75,24.75,0.0,Paid,7.99,1.49,0.79
INV-0000102,SO-0000208,CUST-001744,PROD-000570,Enterprise,473542.4,2024-01-03,2024-02-02,26.72,26.72,0.0,Paid,14.37,2.55,16.92
INV-0000103,SO-0000209,CUST-001744,PROD-000340,Enterprise,473542.4,2024-01-04,2024-02-03,46.15,46.15,0.0,Paid,29.95,5.21,2.93
INV-0000104,SO-0000210,CUST-001746,PROD-000652,Enterprise,266556.16,2024-01-01,2024-01-16,137.25,137.25,0.0,Paid,113.5,10.62,11.09
INV-0000104,SO-0000210,CUST-001746,PROD-000512,Enterprise,266556.16,2024-01-01,2024-01-16,137.25,137.25,0.0,Paid,113.5,10.62,39.88
INV-0000105,SO-0000212,CUST-001746,PROD-000512,Enterprise,266556.16,2024-01-03,2024-01-18,51.8,51.8,0.0,Paid,35.86,4.02,39.88
INV-0000106,SO-0000220,CUST-001790,PROD-000844,Mid-Market,41041.98,2024-01-02,2024-02-01,62.24,62.24,0.0,Paid,49.19,2.77,17.32
INV-0000107,SO-0000226,CUST-001842,PROD-000400,Mid-Market,37305.25,2024-01-03,2024-02-17,49.74,49.74,0.0,Paid,35.28,2.32,18.8
INV-0000108,SO-0000227,CUST-001842,PROD-000834,Mid-Market,37305.25,2024-01-02,2024-02-16,514.69,514.69,0.0,Paid,458.15,15.83,57.74
INV-0000108,SO-0000227,CUST-001842,PROD-000167,Mid-Market,37305.25,2024-01-02,2024-02-16,514.69,514.69,0.0,Paid,458.15,15.83,81.56
INV-0000108,SO-0000227,CUST-001842,PROD-000057,Mid-Market,37305.25,2024-01-02,2024-02-16,514.69,514.69,0.0,Paid,458.15,15.83,7.99
INV-0000109,SO-0000229,CUST-001858,PROD-000833,Small Business,5965.58,2024-01-03,2024-02-02,243.36,243.36,0.0,Paid,229.26,0.0,38.21
INV-0000110,SO-0000230,CUST-001859,PROD-001090,Mid-Market,23444.92,2024-01-01,2024-02-15,433.74,433.74,0.0,Paid,418.24,36.86,45.51
INV-0000111,SO-0000232,CUST-001875,PROD-000400,Mid-Market,33649.78,2024-01-01,2024-02-15,66.8,66.8,0.0,Paid,53.75,2.65,18.8
INV-0000112,SO-0000234,CUST-001884,PROD-000763,Small Business,8613.37,2024-01-04,2024-02-18,42.0,42.0,0.0,Paid,29.65,1.62,31.27
INV-0000113,SO-0000236,CUST-001889,PROD-000492,Mid-Market,60572.38,2024-01-04,2024-02-03,1032.28,1032.28,0.0,Paid,1032.28,170.1,14.84
INV-0000113,SO-0000236,CUST-001889,PROD-000618,Mid-Market,60572.38,2024-01-04,2024-02-03,1032.28,1032.28,0.0,Paid,1032.28,170.1,71.59
INV-0000113,SO-0000236,CUST-001889,PROD-000113,Mid-Market,60572.38,2024-01-04,2024-02-03,1032.28,1032.28,0.0,Paid,1032.28,170.1,45.68
INV-0000114,SO-0000239,CUST-001934,PROD-000693,Enterprise,203753.52,2024-01-04,2024-03-04,147.47,147.47,0.0,Paid,127.69,19.27,36.74
INV-0000115,SO-0000240,CUST-001934,PROD-000444,Enterprise,203753.52,2024-01-03,2024-03-03,64.26,64.26,0.0,Paid,45.24,8.88,4.92
INV-0000116,SO-0000243,CUST-001960,PROD-000786,Enterprise,73009.38,2024-01-02,2024-01-17,26004.29,26004.29,0.0,Paid,26004.29,6167.29,595.77
INV-0000117,SO-0000245,CUST-001976,PROD-000815,Enterprise,471765.17,2024-01-05,2024-01-20,28.03,28.03,0.0,Paid,15.68,3.15,18.83
INV-0000118,SO-0000247,CUST-002005,PROD-000488,Mid-Market,46711.6,2024-01-04,2024-01-19,283.27,283.27,0.0,Paid,270.22,45.68,105.3
INV-0000119,SO-0000249,CUST-002016,PROD-000145,Small Business,4906.69,2024-01-05,2024-02-04,783.22,783.22,0.0,Paid,721.86,54.48,50.55
INV-0000119,SO-0000249,CUST-002016,PROD-000843,Small Business,4906.69,2024-01-05,2024-02-04,783.22,783.22,0.0,Paid,721.86,54.48,43.5
INV-0000119,SO-0000249,CUST-002016,PROD-000618,Small Business,4906.69,2024-01-05,2024-02-04,783.22,783.22,0.0,Paid,721.86,54.48,71.59
